[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.application.HelloApplication  - Error main
[JavaFX Application Thread] ERROR org.hibernate.AssertionFailure  - HHH000099: an assertion failure occurred (this may indicate a bug in Hibernate, but is more likely due to unsafe use of the session): org.hibernate.AssertionFailure: null id in bg.tuvarna.sit.group5.tickets.data.entities.Event entry (don't flush the Session after an exception occurs)
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Event save errorNot-null property references a transient value - transient instance must be saved before current operation : bg.tuvarna.sit.group5.tickets.data.entities.Event.organizer -> bg.tuvarna.sit.group5.tickets.data.entities.Organizer
[JavaFX Application Thread] ERROR org.hibernate.AssertionFailure  - HHH000099: an assertion failure occurred (this may indicate a bug in Hibernate, but is more likely due to unsafe use of the session): org.hibernate.AssertionFailure: null id in bg.tuvarna.sit.group5.tickets.data.entities.Event entry (don't flush the Session after an exception occurs)
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Event save errorNot-null property references a transient value - transient instance must be saved before current operation : bg.tuvarna.sit.group5.tickets.data.entities.Event.organizer -> bg.tuvarna.sit.group5.tickets.data.entities.Organizer
[JavaFX Application Thread] ERROR org.hibernate.AssertionFailure  - HHH000099: an assertion failure occurred (this may indicate a bug in Hibernate, but is more likely due to unsafe use of the session): org.hibernate.AssertionFailure: null id in bg.tuvarna.sit.group5.tickets.data.entities.Event entry (don't flush the Session after an exception occurs)
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Event save errorNot-null property references a transient value - transient instance must be saved before current operation : bg.tuvarna.sit.group5.tickets.data.entities.Event.organizer -> bg.tuvarna.sit.group5.tickets.data.entities.Organizer
[JavaFX Application Thread] ERROR org.hibernate.AssertionFailure  - HHH000099: an assertion failure occurred (this may indicate a bug in Hibernate, but is more likely due to unsafe use of the session): org.hibernate.AssertionFailure: null id in bg.tuvarna.sit.group5.tickets.data.entities.Event entry (don't flush the Session after an exception occurs)
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Event save errornot-null property references a null or transient value : bg.tuvarna.sit.group5.tickets.data.entities.Tickets.eventByEventIdEvent
[JavaFX Application Thread] ERROR org.hibernate.AssertionFailure  - HHH000099: an assertion failure occurred (this may indicate a bug in Hibernate, but is more likely due to unsafe use of the session): org.hibernate.AssertionFailure: null id in bg.tuvarna.sit.group5.tickets.data.entities.Event entry (don't flush the Session after an exception occurs)
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Event save errorNot-null property references a transient value - transient instance must be saved before current operation : bg.tuvarna.sit.group5.tickets.data.entities.Event.organizer -> bg.tuvarna.sit.group5.tickets.data.entities.Organizer
[JavaFX Application Thread] ERROR org.hibernate.AssertionFailure  - HHH000099: an assertion failure occurred (this may indicate a bug in Hibernate, but is more likely due to unsafe use of the session): org.hibernate.AssertionFailure: null id in bg.tuvarna.sit.group5.tickets.data.entities.Event entry (don't flush the Session after an exception occurs)
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Event save errorNot-null property references a transient value - transient instance must be saved before current operation : bg.tuvarna.sit.group5.tickets.data.entities.Event.organizer -> bg.tuvarna.sit.group5.tickets.data.entities.Organizer
[JavaFX Application Thread] ERROR org.hibernate.AssertionFailure  - HHH000099: an assertion failure occurred (this may indicate a bug in Hibernate, but is more likely due to unsafe use of the session): org.hibernate.AssertionFailure: null id in bg.tuvarna.sit.group5.tickets.data.entities.Event entry (don't flush the Session after an exception occurs)
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Event save errornot-null property references a null or transient value : bg.tuvarna.sit.group5.tickets.data.entities.Tickets.eventByEventIdEvent
[JavaFX Application Thread] ERROR org.hibernate.AssertionFailure  - HHH000099: an assertion failure occurred (this may indicate a bug in Hibernate, but is more likely due to unsafe use of the session): org.hibernate.AssertionFailure: null id in bg.tuvarna.sit.group5.tickets.data.entities.Tickets entry (don't flush the Session after an exception occurs)
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Event save errornot-null property references a null or transient value : bg.tuvarna.sit.group5.tickets.data.entities.Tickets.eventByEventIdEvent
[JavaFX Application Thread] ERROR org.hibernate.AssertionFailure  - HHH000099: an assertion failure occurred (this may indicate a bug in Hibernate, but is more likely due to unsafe use of the session): org.hibernate.AssertionFailure: null id in bg.tuvarna.sit.group5.tickets.data.entities.Tickets entry (don't flush the Session after an exception occurs)
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.TicketsRepository  - Tickets save errornot-null property references a null or transient value : bg.tuvarna.sit.group5.tickets.data.entities.Tickets.eventByEventIdEvent
[JavaFX Application Thread] ERROR org.hibernate.AssertionFailure  - HHH000099: an assertion failure occurred (this may indicate a bug in Hibernate, but is more likely due to unsafe use of the session): org.hibernate.AssertionFailure: null id in bg.tuvarna.sit.group5.tickets.data.entities.Tickets entry (don't flush the Session after an exception occurs)
[JavaFX Application Thread] ERROR org.hibernate.engine.jdbc.spi.SqlExceptionHelper  - Cannot add or update a child row: a foreign key constraint fails (`tickets_oop`.`distrib_event`, CONSTRAINT `fk_distrib_event_user1` FOREIGN KEY (`user_idUser1`) REFERENCES `user` (`idUser`))
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Get event error: query did not return a unique result: 12
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Get event error: query did not return a unique result: 13
[JavaFX Application Thread] ERROR org.hibernate.engine.jdbc.spi.SqlExceptionHelper  - Field 'user_idUser1' doesn't have a default value
[JavaFX Application Thread] ERROR org.hibernate.engine.jdbc.spi.SqlExceptionHelper  - Field 'user_idUser1' doesn't have a default value
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Get event error: query did not return a unique result: 16
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.EventRepository  - Get event error: No entity found for query
[JavaFX Application Thread] ERROR org.hibernate.engine.jdbc.spi.SqlExceptionHelper  - Field 'user_idUser1' doesn't have a default value
[JavaFX Application Thread] ERROR org.hibernate.engine.jdbc.spi.SqlExceptionHelper  - Field 'user_idUser1' doesn't have a default value
[JavaFX Application Thread] ERROR org.hibernate.engine.jdbc.spi.SqlExceptionHelper  - Cannot add or update a child row: a foreign key constraint fails (`tickets_oop`.`distrib_event`, CONSTRAINT `fk_distrib_event_user1` FOREIGN KEY (`user_idUser1`) REFERENCES `user` (`idUser`))
[JavaFX Application Thread] ERROR org.hibernate.engine.jdbc.spi.SqlExceptionHelper  - Cannot delete or update a parent row: a foreign key constraint fails (`tickets_oop`.`distrib_event`, CONSTRAINT `fk_event_eventid` FOREIGN KEY (`event_idEvent`) REFERENCES `event` (`idEvent`))
[JavaFX Application Thread] ERROR org.hibernate.engine.jdbc.spi.SqlExceptionHelper  - Cannot delete or update a parent row: a foreign key constraint fails (`tickets_oop`.`distrib_event`, CONSTRAINT `fk_event_eventid` FOREIGN KEY (`event_idEvent`) REFERENCES `event` (`idEvent`))
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
[JavaFX Application Thread] ERROR bg.tuvarna.sit.group5.tickets.data.repositories.UserRepository  - Get User error: No entity found for query
